year,area_id,species_code,sex,length,lpop
2019,803,10200,2,13,61592
2019,803,10200,2,14,214629
2019,803,10200,2,15,23910
2019,803,10200,2,16,58614
2019,803,10200,2,17,58044
2019,803,10200,2,18,492767
2019,803,10200,2,19,798609
2019,803,10200,2,20,695545
2019,803,10200,2,21,1432105
2019,803,10200,2,22,1064508
2019,803,10200,2,23,1648599
2019,803,10200,2,24,1642361
2019,803,10200,2,25,2025151
2019,803,10200,2,26,2220418
2019,803,10200,2,27,2356582
2019,803,10200,2,28,3059577
2019,803,10200,2,29,2645251
2019,803,10200,2,30,3239482
2019,803,10200,2,31,2907842
2019,803,10200,2,32,2762613
2019,803,10200,2,33,3182941
2019,803,10200,2,34,2680205
2019,803,10200,2,35,2608794
2019,803,10200,2,36,2437259
2019,803,10200,2,37,2477118
2019,803,10200,2,38,3145035
2019,803,10200,2,39,2787148
2019,803,10200,2,40,3659982
2019,803,10200,2,41,3201383
2019,803,10200,2,42,3739250
2019,803,10200,2,43,3451118
2019,803,10200,2,44,2572028
2019,803,10200,2,45,2396272
2019,803,10200,2,46,1658309
2019,803,10200,2,47,1555578
2019,803,10200,2,48,1432483
2019,803,10200,2,49,736663
2019,803,10200,2,50,754963
2019,803,10200,2,51,567557
2019,803,10200,2,52,450935
2019,803,10200,2,53,122602
2019,803,10200,2,54,19932
2019,803,10200,2,55,82079
2019,803,10200,2,56,15917
2019,803,10200,2,57,19932
2019,803,10200,2,59,19932
2019,803,10200,3,9,16214
2019,803,10200,3,11,27625
2019,803,10200,3,13,27625
2019,803,10200,3,18,12955
2019,803,10200,3,20,12955
2019,803,10261,1,17,149006
2019,803,10261,1,14,29651
2019,803,10261,1,15,42452
2019,803,10261,1,16,234239
2019,803,10261,1,18,393414
2019,803,10261,1,19,374050
2019,803,10261,1,20,214140
2019,803,10261,1,21,319960
2019,803,10261,1,22,535613
2019,803,10261,1,23,405365
2019,803,10261,1,24,414664
2019,803,10261,1,25,419732
2019,803,10261,1,26,493795
2019,803,10261,1,27,411624
2019,803,10261,1,28,336272
2019,803,10261,1,29,448557
2019,803,10261,1,30,518660
2019,803,10261,1,31,814929
2019,803,10261,1,32,632717
2019,803,10261,1,33,610354
2019,803,10261,1,34,450362
2019,803,10261,1,35,490890
2019,803,10261,1,36,309661
2019,803,10261,1,37,256363
2019,803,10261,1,38,372148
2019,803,10261,1,39,351609
2019,803,10261,1,40,168914
2019,803,10261,1,41,185573
2019,803,10261,1,43,102564
2019,803,10261,1,46,18213
2019,803,10261,1,47,24933
2019,803,10261,2,15,18190
2019,803,10261,2,16,92156
2019,803,10261,2,17,193122
2019,803,10261,2,18,411571
2019,803,10261,2,19,567221
2019,803,10261,2,20,447444
2019,803,10261,2,21,421913
2019,803,10261,2,22,252602
2019,803,10261,2,23,338318
2019,803,10261,2,24,291031
2019,803,10261,2,25,586681
2019,803,10261,2,26,499592
2019,803,10261,2,27,318155
2019,803,10261,2,28,309527
2019,803,10261,2,29,591265
2019,803,10261,2,30,442524
2019,803,10261,2,31,523876
2019,803,10261,2,32,508043
2019,803,10261,2,33,831376
2019,803,10261,2,34,536281
2019,803,10261,2,35,647850
2019,803,10261,2,36,851019
2019,803,10261,2,37,652141
2019,803,10261,2,38,588556
2019,803,10261,2,39,556571
2019,803,10261,2,40,463009
2019,803,10261,2,41,445305
2019,803,10261,2,42,534988
2019,803,10261,2,43,353379
2019,803,10261,2,44,205797
2019,803,10261,2,45,331914
2019,803,10261,2,46,157697
2019,803,10261,2,47,169652
2019,803,10261,2,48,126286
2019,803,10261,2,49,186582
2019,803,10261,2,50,144886
2019,803,10261,2,51,101650
2019,803,10261,2,52,44395
2019,803,10261,2,53,74225
2019,803,10262,1,13,17976
2019,803,10262,1,14,54169
2019,803,10262,1,15,183307
2019,803,10262,1,16,270721
2019,803,10262,1,17,388701
2019,803,10262,1,18,373691
2019,803,10262,1,19,1253142
2019,803,10262,1,20,677152
2019,803,10262,1,21,1127263
2019,803,10262,1,22,1248019
2019,803,10262,1,23,1570936
2019,803,10262,1,24,2664243
2019,803,10262,1,25,2640934
2019,803,10262,1,26,2103452
2019,803,10262,1,27,2649703
2019,803,10262,1,28,1869507
2019,803,10262,1,29,2025879
2019,803,10262,1,30,1597049
2019,803,10262,1,31,1734711
2019,803,10262,1,32,2724998
2019,803,10262,1,33,2578361
2019,803,10262,1,34,2219809
2019,803,10262,1,35,1504512
2019,803,10262,1,36,1091735
2019,803,10262,1,37,1175348
2019,803,10262,1,38,957535
2019,803,10262,1,39,681880
2019,803,10262,1,40,614823
2019,803,10262,1,41,272649
2019,803,10262,1,45,55149
2019,803,10262,1,42,147140
2019,803,10262,1,43,14423
2019,803,10262,1,44,190977
2019,803,10262,1,50,30457
2019,803,10262,1,51,25791
2019,803,10262,2,13,35789
2019,803,10262,2,14,131449
2019,803,10262,2,15,165553
2019,803,10262,2,16,232708
2019,803,10262,2,17,337132
2019,803,10262,2,18,454628
2019,803,10262,2,19,840100
2019,803,10262,2,20,1152511
2019,803,10262,2,21,1466265
2019,803,10262,2,22,1095083
2019,803,10262,2,23,1845337
2019,803,10262,2,24,2344554
2019,803,10262,2,25,2280239
2019,803,10262,2,26,2652685
2019,803,10262,2,27,2264085
2019,803,10262,2,28,1607199
2019,803,10262,2,29,1551660
2019,803,10262,2,30,2018070
2019,803,10262,2,31,1818223
2019,803,10262,2,32,2173889
2019,803,10262,2,33,1830373
2019,803,10262,2,34,1959434
2019,803,10262,2,35,2082122
2019,803,10262,2,36,2560085
2019,803,10262,2,37,2305573
2019,803,10262,2,38,2029879
2019,803,10262,2,39,2489728
2019,803,10262,2,40,2491885
2019,803,10262,2,41,2786161
2019,803,10262,2,42,2486952
2019,803,10262,2,43,3010268
2019,803,10262,2,44,3363072
2019,803,10262,2,45,2877528
2019,803,10262,2,46,2087610
2019,803,10262,2,47,1810335
2019,803,10262,2,48,1496023
2019,803,10262,2,49,800482
2019,803,10262,2,50,913431
2019,803,10262,2,51,473304
2019,803,10262,2,52,331974
2019,803,10262,2,53,163348
2019,803,10262,2,54,101727
2019,803,10262,2,55,94111
2019,803,10262,2,56,20008
2019,803,10262,2,57,48858
2019,803,10262,2,58,14612
2019,803,20510,1,32,73989
2019,803,20510,1,28,36963
2019,803,20510,1,30,99978
2019,803,20510,1,31,60737
2019,803,20510,1,33,152338
2019,803,20510,1,34,138003
2019,803,20510,1,35,426287
2019,803,20510,1,36,419451
2019,803,20510,1,37,233420
2019,803,20510,1,38,225650
2019,803,20510,1,39,177037
2019,803,20510,1,40,54024
2019,803,20510,1,41,327542
2019,803,20510,1,42,812246
2019,803,20510,1,43,1795408
2019,803,20510,1,44,3244124
2019,803,20510,1,45,4421700
2019,803,20510,1,46,4596474
2019,803,20510,1,47,5525778
2019,803,20510,1,48,4639980
2019,803,20510,1,49,4731207
2019,803,20510,1,50,3944616
2019,803,20510,1,51,3467437
2019,803,20510,1,52,3577779
2019,803,20510,1,53,3543790
2019,803,20510,1,54,2467726
2019,803,20510,1,55,1961353
2019,803,20510,1,56,1527287
2019,803,20510,1,57,1279758
2019,803,20510,1,58,1033219
2019,803,20510,1,59,949345
2019,803,20510,1,60,559800
2019,803,20510,1,61,326676
2019,803,20510,1,62,516245
2019,803,20510,1,63,407572
2019,803,20510,1,64,365743
2019,803,20510,1,65,290349
2019,803,20510,1,66,318508
2019,803,20510,1,67,245884
2019,803,20510,1,68,331155
2019,803,20510,1,69,300540
2019,803,20510,1,70,310542
2019,803,20510,1,71,98723
2019,803,20510,1,72,22833
2019,803,20510,1,73,51442
2019,803,20510,1,74,34095
2019,803,20510,1,75,173215
2019,803,20510,1,78,150382
2019,803,20510,2,29,73926
2019,803,20510,2,30,110889
2019,803,20510,2,31,116660
2019,803,20510,2,32,93375
2019,803,20510,2,33,128388
2019,803,20510,2,34,249310
2019,803,20510,2,35,164337
2019,803,20510,2,36,459405
2019,803,20510,2,37,372812
2019,803,20510,2,38,308368
2019,803,20510,2,39,95095
2019,803,20510,2,40,30167
2019,803,20510,2,41,285776
2019,803,20510,2,42,247567
2019,803,20510,2,43,901306
2019,803,20510,2,44,2229850
2019,803,20510,2,45,2754332
2019,803,20510,2,46,3613310
2019,803,20510,2,47,4255499
2019,803,20510,2,48,4909872
2019,803,20510,2,49,4581517
2019,803,20510,2,50,4965076
2019,803,20510,2,51,4240795
2019,803,20510,2,52,4687692
2019,803,20510,2,53,3706664
2019,803,20510,2,54,2423937
2019,803,20510,2,55,2736765
2019,803,20510,2,56,2142016
2019,803,20510,2,57,1744314
2019,803,20510,2,58,1065010
2019,803,20510,2,59,1166418
2019,803,20510,2,60,971283
2019,803,20510,2,61,894424
2019,803,20510,2,62,682586
2019,803,20510,2,63,504046
2019,803,20510,2,64,315819
2019,803,20510,2,65,195030
2019,803,20510,2,66,249829
2019,803,20510,2,67,179589
2019,803,20510,2,68,206208
2019,803,20510,2,69,146185
2019,803,20510,2,70,137581
2019,803,20510,2,71,202496
2019,803,20510,2,72,130477
2019,803,20510,2,73,65217
2019,803,20510,2,74,71028
2019,803,20510,2,75,173394
2019,803,20510,2,76,12992
2019,803,20510,2,77,225427
2019,803,20510,2,80,321866
2019,803,20510,1,80,75191
2019,803,20510,2,78,150382
2019,803,20510,2,79,150382
2019,803,20510,2,81,75191
2019,803,20510,2,82,12992
2019,803,20510,2,83,150382
2019,803,20510,2,84,21103
2019,803,20510,2,87,75191
2019,803,20510,2,88,98203
2019,803,20510,2,90,75191
2019,803,20510,2,91,75191
2019,803,20510,2,95,25458
2019,803,20510,3,41,32853
2019,803,20510,3,51,32853
2019,803,21720,1,19,153018
2019,803,21720,1,16,29651
2019,803,21720,1,17,114162
2019,803,21720,1,18,342485
2019,803,21720,1,20,655887
2019,803,21720,1,21,1114887
2019,803,21720,1,22,1066957
2019,803,21720,1,23,836969
2019,803,21720,1,24,1514003
2019,803,21720,1,25,1009623
2019,803,21720,1,26,1564886
2019,803,21720,1,27,596381
2019,803,21720,1,28,1153946
2019,803,21720,1,29,1056810
2019,803,21720,1,30,774557
2019,803,21720,1,31,884351
2019,803,21720,1,32,600323
2019,803,21720,1,33,511898
2019,803,21720,1,34,343238
2019,803,21720,1,35,202090
2019,803,21720,1,36,196684
2019,803,21720,1,37,368827
2019,803,21720,1,38,591932
2019,803,21720,1,39,415925
2019,803,21720,1,40,533142
2019,803,21720,1,41,420583
2019,803,21720,1,42,1022225
2019,803,21720,1,43,955720
2019,803,21720,1,44,1932604
2019,803,21720,1,45,1840959
2019,803,21720,1,46,1972057
2019,803,21720,1,47,2872156
2019,803,21720,1,48,2555246
2019,803,21720,1,49,2129284
2019,803,21720,1,50,2554292
2019,803,21720,1,51,1846470
2019,803,21720,1,52,1246287
2019,803,21720,1,53,1557787
2019,803,21720,1,54,1234165
2019,803,21720,1,55,1010447
2019,803,21720,1,56,1277478
2019,803,21720,1,57,937732
2019,803,21720,1,58,943329
2019,803,21720,1,59,587084
2019,803,21720,1,60,1172783
2019,803,21720,1,61,591823
2019,803,21720,1,62,840981
2019,803,21720,1,63,402086
2019,803,21720,1,64,427386
2019,803,21720,1,65,515519
2019,803,21720,1,66,580248
2019,803,21720,1,67,414417
2019,803,21720,1,68,366363
2019,803,21720,1,69,79686
2019,803,21720,1,70,220290
2019,803,21720,1,71,253223
2019,803,21720,1,72,118477
2019,803,21720,1,73,76024
2019,803,21720,1,74,51257
2019,803,21720,1,75,94483
2019,803,21720,1,76,73368
2019,803,21720,1,77,32145
2019,803,21720,1,78,46379
2019,803,21720,1,79,29679
2019,803,21720,1,80,30469
2019,803,21720,1,81,26816
2019,803,21720,1,82,73038
2019,803,21720,1,83,35822
2019,803,21720,1,85,18082
2019,803,21720,2,18,114162
2019,803,21720,2,19,410976
2019,803,21720,2,20,449063
2019,803,21720,2,21,874919
2019,803,21720,2,22,1010870
2019,803,21720,2,23,1148165
2019,803,21720,2,24,841174
2019,803,21720,2,25,716868
2019,803,21720,2,26,1046015
2019,803,21720,2,27,1119427
2019,803,21720,2,28,705089
2019,803,21720,2,29,957749
2019,803,21720,2,30,1183060
2019,803,21720,2,31,399651
2019,803,21720,2,32,433045
2019,803,21720,2,33,565946
2019,803,21720,2,34,628135
2019,803,21720,2,35,152549
2019,803,21720,2,36,210251
2019,803,21720,2,37,228186
2019,803,21720,2,38,142892
2019,803,21720,2,39,195980
2019,803,21720,2,40,317677
2019,803,21720,2,41,681856
2019,803,21720,2,42,1086026
2019,803,21720,2,43,1456819
2019,803,21720,2,44,1277790
2019,803,21720,2,45,2372871
2019,803,21720,2,46,3075508
2019,803,21720,2,47,3012441
2019,803,21720,2,48,2624128
2019,803,21720,2,49,2844872
2019,803,21720,2,50,2609196
2019,803,21720,2,51,2119524
2019,803,21720,2,52,1179814
2019,803,21720,2,53,1619979
2019,803,21720,2,54,1097611
2019,803,21720,2,55,559348
2019,803,21720,2,56,691634
2019,803,21720,2,57,670834
2019,803,21720,2,58,629950
2019,803,21720,2,59,1126092
2019,803,21720,2,60,558137
2019,803,21720,2,61,1010865
2019,803,21720,2,62,378477
2019,803,21720,2,63,845060
2019,803,21720,2,64,502550
2019,803,21720,2,65,402328
2019,803,21720,2,66,401432
2019,803,21720,2,67,380511
2019,803,21720,2,68,299556
2019,803,21720,2,69,329836
2019,803,21720,2,70,284428
2019,803,21720,2,71,256506
2019,803,21720,2,72,311218
2019,803,21720,2,73,72394
2019,803,21720,2,74,262519
2019,803,21720,2,75,73426
2019,803,21720,2,76,266333
2019,803,21720,2,77,108149
2019,803,21720,2,78,69204
2019,803,21720,2,79,77749
2019,803,21720,2,80,102450
2019,803,21720,2,81,52999
2019,803,21720,2,82,94660
2019,803,21720,2,84,48932
2019,803,21720,2,87,46152
2019,803,21720,1,88,10284
2019,803,21720,2,85,10284
2019,803,21720,2,86,92842
2019,803,21720,2,88,42957
2019,803,21720,2,89,9983
2019,803,21720,2,90,14612
2019,803,21720,2,92,16771
2019,803,21720,2,93,14612
2019,803,21720,2,98,10812
2019,803,21740,1,13,322359
2019,803,21740,1,14,761203
2019,803,21740,1,15,2355070
2019,803,21740,1,16,5273558
2019,803,21740,1,17,8574336
2019,803,21740,1,18,8730185
2019,803,21740,1,19,5586107
2019,803,21740,1,20,3577086
2019,803,21740,1,21,1954340
2019,803,21740,1,22,2340739
2019,803,21740,1,23,1801722
2019,803,21740,1,24,2695360
2019,803,21740,1,25,3446614
2019,803,21740,1,26,4682880
2019,803,21740,1,27,4994784
2019,803,21740,1,28,3334504
2019,803,21740,1,29,2691940
2019,803,21740,1,30,2258390
2019,803,21740,1,31,1349474
2019,803,21740,1,32,1419426
2019,803,21740,1,33,1196487
2019,803,21740,1,37,759032
2019,803,21740,1,34,734224
2019,803,21740,1,35,934709
2019,803,21740,1,36,734967
2019,803,21740,1,38,639839
2019,803,21740,1,39,481218
2019,803,21740,1,40,313567
2019,803,21740,1,41,352826
2019,803,21740,1,42,803805
2019,803,21740,1,43,1359053
2019,803,21740,1,44,1781735
2019,803,21740,1,45,5270019
2019,803,21740,1,46,7441365
2019,803,21740,1,47,8468344
2019,803,21740,1,48,7171998
2019,803,21740,1,49,5546186
2019,803,21740,1,50,3954062
2019,803,21740,1,51,2521795
2019,803,21740,1,52,1281251
2019,803,21740,1,53,583853
2019,803,21740,1,54,687896
2019,803,21740,1,55,488499
2019,803,21740,1,56,231419
2019,803,21740,1,57,44572
2019,803,21740,1,58,243054
2019,803,21740,1,59,102936
2019,803,21740,1,60,178342
2019,803,21740,1,61,80383
2019,803,21740,1,62,21056
2019,803,21740,1,67,17740
2019,803,21740,2,8,52676
2019,803,21740,2,12,128052
2019,803,21740,2,13,184496
2019,803,21740,2,14,929294
2019,803,21740,2,15,2463833
2019,803,21740,2,16,4221163
2019,803,21740,2,17,8037189
2019,803,21740,2,18,6324235
2019,803,21740,2,19,6304695
2019,803,21740,2,20,2287271
2019,803,21740,2,21,1511288
2019,803,21740,2,22,546162
2019,803,21740,2,23,1268994
